,username,location,text
139,thefactualprep,"Boston, MA",is going after someone who had family killed in philly really the best use of the fetterman campaign's energy when they're losing steam on the issue of crime? #PASen https://t.co/mCtfiNMc1k
140,MatHelman,"Malden, MA","@timelywriter @AP @timelywriter @mikecatalini @AP,

Your lede here is a focus on Sheila Armstrong, who is implied to be a random Philadelphia voter. But she's actually a member of the Oz campaign. Why don't you clearly identify her as such? Journalistic malpractice. #PASen https://t.co/IqTsp72EV6"
141,AmericanHere2,Philly burbs,#Fetterman is on the side of the criminals. Vote accordingly. #PASen https://t.co/seTql12iSI https://t.co/r8TiAoMhmu
142,tr3sidential,"L👀neyland, NJ",#PAsen #Fetterman #MidtermElections #Midterms2022 #Midterms  https://t.co/A2MdpiYClj
143,MatHelman,"Malden, MA","@JuliaTerruso if it doesn't have Mehmet Oz &amp; at least two family members of child sex trafficker Matt Gaetz standing in front of the Hitler-mobile, is it even a real #PASen fundraiser though? https://t.co/wfh5NKuCWn"
144,PracPoli,United States of America,"With the big Pennsylvania Senate Debate in two weeks, @IWF/@IWV's @carriesheffield and Dave Spencer offer predictions for @DrOz and @JohnFetterman today on Practically Political. #PASen #Fetterman #DrOz https://t.co/EzZwaAouNB"
145,TheHoib,"Genesee, MI","#OHSEN
#OHSEN
#OHSEN
#PASEN
#TXGOV

GIVE ME THE HOPIUM. SHOVEL IT INTO MY MAW. https://t.co/OfmEirWivy"
146,kelsientaggart,Washington D.C.,"A (not so) glowing endorsement for Dr. Oz from Steve Bannon: ""Oz is not your guy, that's not the point right now. We'll argue about that afterward."" #PASen https://t.co/SPQEm1kJmo"
147,SteakforPodcast,"San Diego, CA",VOTE @DrOz #SaveAmerica #PASen https://t.co/Ng3Jo7AtYA
148,patdennis,cringetown,"Mehmet Oz is a celebrity who moved to the PA to run to be a Senator, prefers New Jersey, and records his ads from his house there. #pasen https://t.co/bmdvD0uZqC"
149,EricMGarcia,"Washington, DC","One month out from Election Day, here's the most Senate races most likely to flip in order:
#NVSen (of course)
#PASen 
#GASen
#AZSen 
#WISen 
https://t.co/AdbQsGwoTt"
150,StopBigMoney,,Republicans and McConnell are working for big donors and special interests. We need @JohnFetterman to fight for the people! #PAsen https://t.co/XqBtwUsDqG
151,American_Bridge,America,"On issue after issue, #PASen GOP nominee @DrOz is against what the majority of Pennsylvanians believe — so it's no surprise that Mehmet Oz also opposes legalizing marijuana. https://t.co/Dq5vT4wGPn"
152,PASenateWatch,Commonwealth of PA,"AP says OZ IS trying to gain black votes, and not just trying to suppress turnout for Fetterman.

#PASEN 
#PASenate https://t.co/sD0ZmHm8KT"
153,PASenateWatch,Commonwealth of PA,"""The way the attack strategy is being executed makes the purpose clear...to depress turnout among Pennsylvania African Americans—a voting bloc that usually comes out in droves for Democrats in statewide elections.""

#PASEN 
#PASenate

https://t.co/YV9Ig993Ox"
154,GoNukeYourself,,Looks like @JohnFetterman #PASen https://t.co/xt5uztkoX7
155,fastcar_marty,Out Standing in my Field,"@newrepublic It's about #loyalty.

@DrOz pledged an oath of allegiance to a foreign country that he hasn't repudiated.

He maintains foreign citizenship that he hasn't renounced.

How can he swear, with 100% loyalty, to ""support and defend the Constitution of the United States""? #PAsen https://t.co/1qE7ieBExc"
156,ChadWilbanks,Texas l Colorado l DC ,"Hey #CowboysNation, we should help @DrOz out! #PASen https://t.co/3hfFqvM6O2"
157,MatthewFoldi,Maryland,"This is awesome—@MorganOrtagus has been hosting events around the country with GOP Senate candidates—first @DrOz in #PASEN, now @bgmasters in #AZSEN 🇺🇸 https://t.co/Peh1Ttwmeg"
158,LisaMirandoCNN,Mom 1st. Executive Producer,"Just In: President Biden will join Pennsylvania Senate nominee John Fetterman for a fundraiser in Philadelphia on October 20, per a source familiar with the event confirms to #CNN.  #PASen"
159,RussOnPolitics,"New York, NY/Cruise Ship","@RonFilipkowski I felt that the Fetterman campaign was getting away from reminding voters that Dr. Oz's loyalties are to New Jersey (and Turkey?), but these football ads show maybe they are returning to the reliable line of attack. This is probably the strongest weapon in his arsenal.  #PASEN https://t.co/sTnZHLYXnm"
160,MatthewFoldi,Maryland,Sneak preview of the Joe Biden x John Fetterman #PASEN fundraiser https://t.co/UtQDSq2rzR https://t.co/fe4sIJR1PH
161,StarCoreOne02,Earth-Three 🇺🇸🇺🇸🇺🇸🇺🇸,New York magazine tries to rescue the incompetent Fetterman campaign. Basement strategy isn't working. #PAsen https://t.co/rkfwKvSVwr
162,garlandgates,"Shelby, Ohio, USA","Definition of ""carpetbagger"": a nonresident or new resident who seeks private gain from an area often by meddling in its business or politics.
Synonym: #JDVance. See also #DrOz.

#Election2022 #OHSen #PASen https://t.co/gPPYyyWNoY"
163,SeasLife60,"Hudson Valley, NY","#Fetterman #PASen #Vote #VoteBlue
 
#DrOz #MehmetOz https://t.co/G4ShoaLmpS"
164,HenryJGomez,Cleveland ,Inbox: “Ahead of this Sunday’s primetime matchup between the 5-0 Philadelphia Eagles and the hated Dallas Cowboys … John Fetterman’s campaign for U.S. Senate launched two new billboards adjacent to Lincoln Financial Field highlighting Dr. Oz’s history of Cowboys fandom.” #PASen
165,StarCoreOne02,Earth-Three 🇺🇸🇺🇸🇺🇸🇺🇸,Rowland is Fetterman’s PR. 50 people isn’t jam packed; this my local pizza place on any given day. Try again. #PAsen https://t.co/PoSbuXGstD
166,thefactualprep,"Boston, MA","49 years old. if i asked my parents for $50k a year, they’d rightfully tell me: “get a job, ya bum.” #PASen https://t.co/kAQOPfHJwH"
167,JoshKraushaar,"Washington, DC",New Senate Leadership Fund ad in #PASEN starts: “John Fetterman lived off his parents until he was 49…” https://t.co/RfREqt6yRV
168,DV_Journal,"Delaware Valley, PA","Bucks County Republican chair Pat Poprik said, “Well, I’m glad to see that he finally decided to campaign and come out of his basement and let people talk to him.”

https://t.co/lqgiAgivJP
#PASen"
169,RussOnPolitics,"New York, NY/Cruise Ship","John Fetterman will need a huge margin in Chester County to win statewide. +16 or +17 should do it. 

Joe Biden won Chester County by double the margin that Hillary Clinton did...and she actually flipped the country from Mitt Romney!

#PASEN https://t.co/hbL1XSZr5p"
170,Subliminal73,,Jon Fetterman is not exactly earning anybody’s vote: Sean Hannity: #Pennsylvania #PAsen #PAgov #PApol #Florida #FLgov #FLpol #Women #Moms #Men #Dads #ParentsMatter #Education   https://t.co/ex2kPOryEg
171,Subliminal73,,Pro-life father speaks out after shocking FBI rai: #PAsen #PApol #PAgov #Ohio #OHsen #OHpol #NorthCarolina #NCsen #NCpol #NC13 #NC01 #OBX #NC07 #1A #4A #UTsen #UTpol #AZsen #AZgov #NVsen #NVgov   https://t.co/q47yZyMYCi
172,Subliminal73,,Tucker Carlson: Biden's FBI is conducting political raids - and it's going too far: #Georgia #GAsen #GApol #GAgov #GAsenate #NorthCarolina #NCsen #NCpol #OBX #PA #PAsen #PApol #PAgov #Ohio #OHsen #OHpol #AK #AKpol #AKsen #WAsen #ORsen #Baptist #Women #Men https://t.co/qWsLvK2QEw
173,Subliminal73,,#Pennsylvania #PAsen #PApol Violent #Crime Cashless Bail #SmallBiz #Women #Moms #SingleMoms #GenX #GenY #GenZ #UpperDarby #Reading #Philadelphia #Pittsburgh #Bethlehem #Scranton #AlleghenyCounty #BucksCounty #SWPA #BidenBorderCrisis #Bidenflation https://t.co/AcYvGmITgC
174,CATargetAlt,"The Cloud, CA","NEW FEC F24
NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL...
$35,648-&gt; #PASEN, more
https://t.co/fTUQqjDjsV https://t.co/NpiXHQBCdW"
175,Bazralian3,Okl(ol)ahoma,"#GASen: Even, #GAGov: Kemp+5, #PASen: Fetterman+2, #PAGov: Shapiro+7, #OHSen: Vance+3, #OHGov: DeWine+22 https://t.co/psuOqDkI7m"
176,QueerjohnPA,north central PA,Fact Check: Was Dr. Oz Responsible for Cruelly Experimenting on Puppies? https://t.co/bIsQGQSb4B via @people #PASen
177,PollProjectUSA,United States,"🚨 Poll Release Tip:

The Trafalgar Group (@trafalgar_group) to release #GASen, #GAGov, #PASen, #PAGov, #OHSen, #OHGov results this week.

Source: https://t.co/5xyhC4wI6X"
178,RobertCahaly,"Atlanta, GA","New @trafalgar_group #GASen, #GAGov, #PASen, #PAGov, #OHSen, and #OHGov #polls coming this week.

#GApol #PApol #OHpol 

Stay tuned and be among the first to know the #RealPollNumbers"
179,LeftoversRfine,Iowa born,"@DrOz VOTE for PRO democratic @JohnFetterman 
#PASen"
180,BigPenguinPolls,,"With #NHSen and #NVSen Done, here is once again our final schedule.

10/13-10/18: #PASen (Community Voted Poll), #AZSen And #PAGov 
10/21-10/26: #KSGov , #GASen and #NMGov (Community Voted Poll #2)
10/28-11/1: Generic Ballot"
181,Mgon,"DeSantis, FL",".@ALI (https://t.co/aa0fjPgIrZ) #AliAlexander.

Re #Fetterman #PAsen https://t.co/sNxH8wXUXY"
182,OnTaskDemocrat,"Pennsylvania, USA","Never has someone who accomplished so little for so few been fêted by so many media know-it-alls

The same folks from MSNBC and your favorite liberal rags who foisted Fetterman upon you and put us all in this precarious position are now moaning that democracy is at risk

#PASen https://t.co/0lMa4GS1wj"
183,SteakforPodcast,"San Diego, CA",Now do this for @DrOz when he crushes @JohnFetterman in the #PASen debate. #Oztober https://t.co/PAieZQlHjN
184,StatesPoll,,"@Gern30993104 @taolson60 @JohnFetterman Mehmet Oz is a muslim. Could it be a problem with PA GOP base's turnout? especially Rural Christians?
#PASen"
185,sherkatz1,"Philadelphia, Main Line",@DrOz ICYMI: @JohnFetterman is the right man for #PASen
186,LarryOConnor,"Washington, DC ","The #pasen race is coming down to the wire. @ChrisStigall gives us his expert analysis as Philadelphia's longest-serving morning talk radio host! 

Yup... @ChrisStigall, the undisputed KING of morning talk radio in Philly! 

@WatchSalemNews 
https://t.co/jZIN7XqeyH"
187,SCRCali68,"California, USA","@DrOz @reschenthaler You literally appeared at a fascist rally with trump, the guy who led an insurrection on our Capitol on #January6th 

You are the RADICAL in this race
#PASEN"
188,TheJack91,"Philadelphia, PA","When asked if Oz oversaw the murder of 300 puppies, Oz's spokesperson responded ""you're dumb.""

This is basically how a 5 year old would try to change the subject. #PASEN https://t.co/VSxA1hsSLW"
189,PoliticsPA,"Harrisburg, PA","Two are PA races. 
#PASen #PA08 https://t.co/0tSuoqSK26"
190,jgcOCANADA,,"No quack doctors in my #Pennsylvania

#PASen 

#FettermanIsTheBetterman https://t.co/7Mg1gRVMUw"
191,ObamaTax,America,Vote for @DrOz #pasen https://t.co/r13kiUFhyb
192,MonroePaDems,"Stroudsburg, PA",Look at our @ChesCoDems supporting John Fetterman! What a crowd! 🙌🖤🙌💛🙌💯 @JohnFetterman #TeamFetterman #PASen https://t.co/h88GVAxI4Z
193,MonroePaDems,"Stroudsburg, PA","Our PA US SENATORS, ladies &amp; gentlemen! 🙏💯🩳🖤💛 #TeamFetterman #FettermanIsTheBetterman #EveryCountyEveryVote #PASen #Fettermania #FettermanForSenate #FettermanForPA @JohnFetterman https://t.co/8682uwlssD"
194,AmerIndependent,,"#PASen nominee Mehmet Oz claimed Biden's policies are to blame for global economic challenges. 

Well, the Paycheck Protection Program has been credited with saving an estimated 3 million jobs. Can't say the same about @DrOz's policies... https://t.co/J4BqlpWr0m"
195,MatthewFoldi,Maryland,"Here, John Fetterman’s social media producer is calling cops “racist af.” #PASEN 

(3/x) https://t.co/Vgpjxyycsd"
196,MatthewFoldi,Maryland,"@LoganDobson @mattyglesias @PAGOP Basic facts about the #PASEN race: 

John Fetterman is on video saying he opposes all fracking

John Fetterman is on record signing a petition against all fracking https://t.co/oeQt8znEC2 https://t.co/GgQo4iTQd7"
197,MatthewFoldi,Maryland,"Going to put all the John Fetterman threads here in one mega thread of the history of racism, homophobia, ableism, #DefundThePolice activism and more that’s on the Fetterman payroll in #PASEN 

@RealKyleMorris has a good primer so far ⬇️ 

https://t.co/hZx0kOcrQW

(4/x) https://t.co/tolIcImgZ7"
198,TexIana1,USA!,"#PA #PASen does #Fetterman get a total pass for pointing a shotgun at/detaining an unarmed #blackman? He's never apologized. He says he'd do it again! 
#DrOz #Oz4Sen https://t.co/I0gw4gGKc3"
199,Subliminal73,,#Pennsylvania #PAsen #PApolitics Violent #Crime https://t.co/GMJ3yFiZSj
200,MatthewFoldi,Maryland,"New from me:

John Fetterman is on the defense about his pro-criminal past. He's often been the only vote to release some of Pennsylvania's most notorious murders.

His campaign team is also filled with #DefundThePolice activists–I'll be posting a lot #PASEN

(1/x) https://t.co/XXpY4fYJIC https://t.co/RDis8QYe9A"
201,PierceAH66,"Lakeview Manor, Falkreath Hold","No naked ballots PA. Vote blue. Make sure it counts.

Volunteer with the PA Dems if you have the capacity. Elect the slate. Text shifts are back. People can jump on the phone lines. Twitter doesn’t win elections when most of the country isn’t on it. Voters do.

#PAGov #PASen https://t.co/H6D4iekm6a"
202,Pretefunkera,"New Jersey, USA","🚨🚨Don't forget the secrecy envelope🚨🚨

#PASen #PAGov https://t.co/SRm82XcwHk"
203,Subliminal73,,#Pennsylvania #PAsen #PApol #Families #Students #Education #Crime #ParentsMatter #PAgov https://t.co/BqZYzeqsTf
204,Subliminal73,,#Pennsylvania #PAsen #PApol Violent #Crime Cashless Bail #BlueCollar #MiddleClass #SmallBiz #PAsenate https://t.co/X0tzM51IQU
205,patrickmgleason,NC,"According to the CA Energy Commission, 15-19% of CA’s relatively high gas prices are attributed to CA’s cap &amp; trade program, which @JohnFetterman has said he wants to take national #pasen https://t.co/eIqRLsJfgu https://t.co/Q6B0iaehr0"
206,AmerIndependent,,"#PASen nominee @DrOz in public: The Paycheck Protection Program loans were wasteful!

Oz in private: Owns millions of dollars' worth of stock in companies that took more than $10 million in forgivable PPP loans. 🙄

Are we even surprised at this point? https://t.co/wpMNAFQeEg"
